Uniq Id,Product Name,Category,Selling Price,About Product,Image,Num Stars,In Stock
43,Serious Sams Bogus Detour,Crackshell,50,"Serious Sam’s Bogus Detour is an old-school, action-packed, retro-styled twin-stick shooter. Developed by indie studio Crackshell and published by Devolver Digital, the game is an offshoot of Croteam’s Serious Sam series. This top-down shooter lets players control the iconic hero, Sam ""Serious"" Stone, as he trudges through hordes of monstrous enemies against the nostalgic backdrop of pixelated art dynamism. With its single-player campaign, the game has around 12 to 14 hours of intense combat engagement, interspersed with boss fights, secrets to uncover, and delightful power-ups to collect. Its aesthetic is akin to a 16-bit arcade, reminiscent of the golden age of",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
44,Absolver,Sloclap,40,"""Absolver"" is an online multiplayer combat game that showcases unique depth and complexity through its detailed combat system. Developed by Sloclap and published by Devolver Digital, the game is centered in the ruins of the fallen Adal Empire where you awaken with a mysterious mask on your face which not only saves you from death, but also makes you one of the ‘Absolvers’. As an Absolver, you are a part of an elite corps of combatants fighting to maintain stability in the world. 

The gameplay of ""Absolver"" revolves around martial arts-fueled battles that are meticulously crafted to deliver a deep real-time combat experience. Players can define their character’s playstyle by customizing combat styles, weapons, and even specific attack sequences",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
45,Serious Sam VR The Last Hope,Croteam,40,"Serious Sam VR The Last Hope is a high-octane, adrenaline-pumping first-person shooter virtual reality VR game developed and published by Croteam VR. This game, like other entries in the Serious Sam franchise, is renowned for its fast-paced, overwhelming confrontations, characterized by hordes of enemies crowding your screen for you to destroy with a ludicrous arsenal of weapons. In this installment, you play as the commander of the Battlecruiser Saratoga, battling against aliens from across the galaxy to stop Mentals invasion and save humanity.

The game leverages the immersive qualities of VR technology to great effect, serving players with a futuristic, wild, and intense experience. Enemies approach from",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
46,Ruiner,Reikon Games,40,"""Ruiner"" is a dynamic, fast-paced action game developed by Reikon Games and published by Devolver Digital. Set in a dystopian, cyberpunk future in 2091, the game finely integrates elements of brutal combat and adventure as the protagonist, clad in an LED helmet displaying emotive messages, fights his way to unravel the mystery behind his kidnapped brother. The game sets itself apart with its grim narrative and visually enthralling neo-noir, cybernetic theme that resonates within the cityscape of Rengkok, filled with hackable machinery, vigilantes, and sinister corporations. 

In terms of gameplay, ""Ruiner"" offers a highly tuned, challenging combat experience that thrives on high-speed movement and tactical variety.",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
47,Serious Sam 3 VR BFE,Croteam,20,"Serious Sam 3 VR BFE is a high-octane, first-person shooter game developed by Croteam. The game is a prequel to the original Serious Sam, expanding upon its universe and storyline, with the added excitement and immersion of a VR environment. Players are transported to a 22nd century Egypt during an alien invasion, embodying the muscular warrior character Serious Sam, armed with an extensive powerhouse of weaponry. Packed full of adrenaline-pumping action, each level is an arena filled with hordes of monstrous enemies exhibiting diverse attack patterns and vibrant graphics that VR technology accentuates, offering an epic gaming experience.

The strength of Serious Sam 3 VR BFE lies in its fast-paced combat sequences which are a",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
48,High Hell,"Terri Vellmann
Doseone",10,"High Hell is an extraordinarily fast-paced first-person shooter game, developed by Terri Vellmann and Doseone. The game presents players with a vivid, neon-soaked universe filled with relentless action, eccentric humor, and an overdose of high voltage adrenaline. The story revolves around players smashing through a criminal conglomerate, aptly named The criminal underworld, with heart-racing shootouts and an assortment of weapons at their disposal. The key lies in quick reflexes, keen shooting, and mastering the art of strategic chaos to cut a swath through a host of enemies and chaos-filled environments.

One of the resounding elements in High Hell is its over-the-top style, imbued with a vibrant color palette and a heady",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
49,Reigns Her Majesty,Nerial,40,"Reigns Her Majesty is an intriguing kingdom management game that cleverly integrates strategy card game mechanics with a narrative-driven role-playing approach. Developed by Nerial and published by Devolver Digital, the game follows a non-linear storyline where the player sits on the throne as a medieval queen seeking to maintain her reign in a kingdom filled with demanding advisors, tricky magical items, and complex political dynamics. The main gameplay revolves around swiping left or right on a deck of cards to make decisions that alter the balance between the kingdoms four main pillars the church, the people, the military, and the treasury. Too much or too little power relegated to any of these can lead to your untimely demise and end your rule.

The real beauty",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
50,Genital Jousting,Free Lives,10,"""Genital Jousting"" is an unconventional and quite humorous multiplayer game by developers Free Lives and published by Devolver Digital. With a focus on over-the-top comedic fun, this adult-themed party game is certainly not for everyone, due to its explicit nature and representation of cartoonish phallic characters. Nonetheless, it offers unique gameplay mechanics and creative use of physics as players navigate their characters, called penises, in an attempt to joust with other players. Players can enjoy various modes like traditional mode, party mode, and a surprisingly in-depth single-player story mode that explores themes of self-discovery and relationship complexities.

The graphics are bright, colorful, and surprisingly detailed considering the subject matter, with a lot of effort put",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
51,Crossing Souls,Fourattic,50,"Crossing Souls is a single-player action-adventure game developed by Fourattic and published by Devolver Digital. The game is strongly influenced by 1980s pop culture, set in quintessential suburban California of that era. Crossing Souls presents an immersive narrative that endeavors to blend nostalgic references with a compelling storyline. Sporting pixel-art graphics, the game is popular for its detailed, colourful depictions that resonate with vintage aesthetics while bolstering a profound sense of immersion with its environment-rich design. The soundtrack, composed by Chris Köbke, complements the games retro vibe, employing synths reminiscent of classic 80s tunes.

The gameplay of Crossing Souls straddles genres, incorporating components of puzzle-solving, combat, platforming, and exploration",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/331690/header.jpg,5,True
52,Umiro,Diceroll Studios,30,"""Umiro"" is an engrossing puzzle-adventure game developed by Devolver Digital. Set in a mysterious world with a captivating art style, the game revolves around two characters, Huey and Satura. The pair find themselves lost in this peculiar world and must navigate through various mazes and puzzles to understand their past and unlock the secrets of Umiro. The players primary task is to guide these two characters through the labyrinthine levels, each meticulously designed to challenge the players puzzle-solving skills.

The game is a unique blend of art and strategy that delivers both a visual treat and a mental challenge. It utilizes a minimalist color palette which works beautifully in contrast with the intricate level designs, further amplifying the visual appeal of the",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
53,Minit,"Jan Willem Nijman
Kitty Calis
Jukio Kallio
Dominik Johann",10,"Minit is a distinctive indie adventure game developed by Vlambeer and published by Devolver Digital that cleverly combines simplicity and depth in its gameplay. The minimalist visual design, primarily in black and white, enhances the charm of this pixilated experience, while the core premise of the game - a 60-second time loop - presents an engaging challenge. Players control a ""duck-like"" character who lives and dies every minute, resurrecting back in the home to discover more mysteries of their quaint world.

Within its simple facade, Minit features an array of absorbing puzzles, nonlinear exploration, and numerous charming characters who share bizarre bits of knowledge or lend items to aid progression. The 60-second lifespan influences the game mechanics, forcing the players",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/609490/header.jpg,5,True
54,Blockhood VR,"Plethora Project
General Arcade",50,"Blockhood VR is an innovative city-building and ecosystem simulation game, specifically designed to offer an immersive virtual reality experience. In this game, you are given the task of designing and constructing your very own neighborhood from over 200 pre-defined building blocks, ranging from residential to commercial, to even environmental elements like trees and wind turbines. The vibrant colors and detailed graphics truly come to life in VR, offering a visually appealing and engaging gaming experience.

The uniqueness of Blockhood VR lies in its focus on the ecological and economic sustainability of your neighborhood. Each block you choose to place impacts the overall health and growth of your neighborhood, whether it be by generating resources or consuming them. The game challenges you to balance the creation of resources like",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
55,I Hate Running Backwards,Binx Interactive,10,"I Hate Running Backwards is a unique action game that presents an exciting mash-up of shoot em up and endless runner genres, developed by Binx Interactive and published by Devolver Digital. In this chaotic rogue-lite game, players are put in charge of a constantly charging hero through the destructible environment while battling waves of powerful bosses, dodging dangerous obstacles, and shooting down legions of enemies. Its clever concept, coined shoot n run, subverts the traditional gameplay mechanics of fun, fast-paced action games, making it notable.

Visually, I Hate Running Backwards is positively saturated with rich pixels, boasting a retro-inspired aesthetic that possesses an endearing quality to fans of classic games. Various heroes are available to select",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
56,The Messenger,Sabotage Studio,40,"""The Messenger"" is an action-packed 2D platformer developed by Sabotage Studio and published by Devolver Digital. Released in 2018, the game pays tribute to classic franchises like Ninja Gaiden, blending nostalgic pixel art aesthetics with innovative gameplay mechanics. It successfully combines time-traveling elements, delivering an adventure split between the 8-bit simplicity of the old-school ninja gameplay and the enriched 16-bit universe to be discovered later.

In-game, you play as a young ninja who is tasked with delivering a scroll pivotal to his clans survival, thus the title The Messenger. The narrative is laced with unexpected twists and humour, while its gameplay shines with razor-sharp control precision, versatile level designs, and intelligent boss",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
57,Reigns Game of Thrones,Nerial,50,"Reigns Game of Thrones is an engaging strategy game that brilliantly combines the mechanics of the original award-winning Reigns game with the rich, mesmerizing world of HBOs critically acclaimed series, Game of Thrones. The game is developed by Nerial and published by Devolver Digital, which allows players to step into the shoes of iconic characters from the series, including Cersei Lannister, Jon Snow, Daenerys Targaryen, and more. Set against the backdrop of the seven kingdoms of Westeros, the intricate narrative of the game unfolds through a simplistic but innovative swipe-left or swipe-right mechanic, representing the difficult choices that leaders must make.

Following the intriguing storytelling style of Game of Thrones, Re",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
58,Gris,Nomada Studio,20,"Gris is a meticulously crafted indie platformer game developed by Nomada Studio and published by Devolver Digital. The game is a spectacular medley of engaging gameplay and emotive storytelling that unfolds in an ethereal world teeming with spectacular vistas, intricate puzzles, and intimidating challenges. The player navigates the world as Gris, a hopeful young girl, lost in her own world which is dealing with a painful life experience. She becomes emotionally represented through her dress, which grants her unique abilities to navigate the games poignant fantasy world.

The true triumph of Gris lies in its mesmerizing visual design and aural aesthetics. With hand-drawn art, trademark watercolor washes and elegant character animations, the game conveys a",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
59,Pikuniku,Sectordub,20,"Pikuniku is an award-winning indie 2D puzzle-adventure game, developed by France-based Sectordub and published by Devolver Digital. The game thrives on its delightful and colorfully whimsical settings, charmingly simplistic art style, and its uniquely entertaining physics-based mechanics. Robust with vibrant environments, Pikuniku effortlessly presents players with a light-hearted quirky world filled with an array of memorable and zany characters each with their own distinct personalities. The overall aesthetic of the game feels akin to a childrens storybook, which can drown you into a captivating gameplay experience that is both comical and engaging.

The strength of Pikuniku lies not only in its visually striking presentation, but also in its intuitive and fun-filled gameplay",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
60,Fork Parkers Crunch Out,Mega Cat Studios,30,"""Fork Parkers Crunch Out"" is a retro-style business simulation game developed exclusively for the Super Nintendo Entertainment System. Fork Parker, Devolver Digitals fictional CFO, is the main character in the game. The game plays homage to classic 90s simulation games, combining the charm of 16-bit graphics and sound with the sharp wit of the gaming industry. The objective of Fork Parkers Crunch Out focuses on the common, and often controversial, practice of crunch in the gaming industry, i.e., teams working long hours to deliver a game.

Gameplay in Fork Parkers Crunch Out throws players into the thick of running a gaming company. Players, as Fork Parker, must motivate their team to work long hours in a bid to deliver projects on time",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
61,Ape Out,Gabe Cuzzillo,20,"Ape Out is an electrifying beat em up game developed by Gabe Cuzzillo, in collaboration with Devolver Digital. The game represents an engaging blend of stylized aesthetics and brutal action, focusing on a primates visceral quest for freedom set in a variety of captive environments. Players embody a colossal ape that, in its determination to escape captivity, smashes through various levels while laying waste to any human obstacles trying to recapture him. This top-down perspective game mixes the frantic energy of Hotline Miami with relentless on-the-go improvisation, seasoned with an innovative reactive algorithmic music system that adapts rhythm and pace based on your style of play.

The visual design in Ape Out is quite outstanding - a minimalist",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
62,Weedcraft Inc,Vile Monarch,40,"Weedcraft Inc is an intriguing game that delves into the intricate world of growing and selling marijuana legally. Developed by Vile Monarch and published by Devolver Digital, the game offers an unusual combination of tycoon-style gameplay and rich narrative. Its all about learning the ropes of the marijuana industry, from breeding plants to creating products, designing your sales strategy, and navigating the often-grey legal landscape of weed business in the United States. The game offers a unique twist in the simulation genre, as it focuses on both the business management aspect and the ethical implications that come with it. 

In terms of gameplay, Weedcraft Inc requires players to manage their cannabis empires day-to-day operations, deciding on elements such as the type of strain to",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
63,Katana Zero,Askiisoft,10,"""Katana Zero"" is a fast-paced neo-noir action platformer, developed by Askiisoft and published by Devolver Digital. Released in 2019, the game immerses players in a gritty, dystopian world where they assume the role of a masked samurai assassin with the ability to manipulate time. Reminiscent of iconic 2D side-scrolling titles, ""Katana Zero"" distinguishes itself with its highly stylized pixel art visuals, sustained high tempo action, and a compelling existential narrative. Each level of the game offers players a series of combat situations that often require precision, agile reflexes, and strategic planning, while the time manipulation mechanic adds another layer of complexity to the gameplay.

A distinct feature of """,https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
64,Observation,No Code,10,"Observation is an intriguing adventure-puzzle game, developed by NoCode and published by Devolver Digital. The game is set in a high-tech space station, where you take on the role of SAM Systems Administration and Maintenance, an advanced artificial intelligence. The unique twist in Observation is that youre not controlling a human character, but rather, the AI trying to make sense of a mysterious calamity that left Dr. Emma Fisher, the only crew member left, in a dire situation. The game fuses aspects of science fiction, suspense, and psychological drama, with an emphasis on exploration, puzzle-solving, and storytelling.

Observations gameplay revolves around examining the environment through various cameras installed in the station and interacting with the computing systems within the spaceship",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
65,Gato Roboto,Doinksoft,40,"""Gato Roboto"" published by Devolver Digital is a 2D action-adventure Metroidvania-style game designed with a combination of retro monochromatic pixel art. This charming and intriguing game brings a zing into the platforming genre by placing players in control of a cat named Kiki, who operates a multi-functional mecha-suit in an effort to save her stranded captain and spaceship on an alien planet.

Gratifyingly, ""Gato Roboto"" offers a laid back, yet engaging, gameplay experience set in a intricately laced non-linear world. Players will need to guide Kiki, engaging in combat with various alien creatures, solve puzzles, gain power-ups for enhanced abilities, and overcome platforming challenges.",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
66,My Friend Pedro,DeadToast Entertainment,10,"My Friend Pedro is a side-scrolling shoot em up game centered on strategic action and bullet-time mechanics, developed by DeadToast Entertainment and published by Devolver Digital. The game presents the player with a blend of acrobatics and gunfights, narrating a noir-like saga of deception and loyalty. The story follows the protagonist, who, guided by a sentient banana dubbed Pedro, embarks on an adrenaline-fueled vendetta against the underworld.

The gameplay of My Friend Pedro commands attention with its highly engaging spectacle of shredding through enemies with a balletic flair, combining elements of parkour and problem-solving. The games combat system empowers the player with the ability to slow time, enabling fantastic mid-air twists",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/557340/header.jpg?,4,True
67,Gorn,Free Lives,30,"""Gorn"" is a virtual reality gladiator simulator developed by Free Lives and published by Devolver Digital. It provides a truly immersive gameplay experience where players are thrown into the bloody, brutal world of gladiator combat. The unique physics-driven combat engine brings a new sense of realism to the genre where every hit packs a punch. You can use your own moves and develop your own fighting style as you navigate through a variety of deadly environments, armed with a range of weapons like swords, maces, and bows, engaging in a variety of modes of intense melee combat. 

Visually, ""Gorn"" provides a cartoonish yet gruesomely satisfying design, with gore and blood aplenty, delivering dramatic, explosive, and over-the-top deliberations",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
68,Metal Wolf Chaos XD,"FromSoftware
General Arcade",20,"Metal Wolf Chaos XD is an over-the-top third-person shooter game featuring a blend of action, strategy, and political satire. Originally developed by From Software and published by Devolver Digital, the game boasts a narrative thats equal parts eccentric and engaging. It places the player in the role of President Michael Wilson who, in a power suit armed to the teeth with heavy artillery, must fight back against a rebellion led by his vice president. The game gained cult status for its off-kilter humor, distinctively outrageous storyline, and frenetic-action gameplay set against the backdrop of iconic American cities.

As a re-release of the original 2004 game, Metal Wolf Chaos XD preserves the excitement while introducing graphical upgrades and subtle control enhancements.",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
69,Witcheye,Moon Kid,30,"""Witcheye"" is a vibrant and innovative old-school platformer game developed by Moon Kid. This game offers a unique twist, illustrating a whimsical fantasy narrative where you play a witch who has transformed into a flying eyeball of vengeance after a knight and wizard steal her ingredients. The vivid design and user-friendly mechanics, accompanied by a captivating chiptune soundtrack, are designed to chain the player to the experience.

""Witcheye"" presents players with over 50 levels peppered with interactive puzzles, enemies, and epic boss battles. It distinguishes itself from traditional platformers by introducing an unusually satisfying touch-screen control mechanism, which is both simple to learn and yet, demands strategic planning and dexterity to traverse ensuing levels. Created with meticulous pixel-art",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
70,Heave Ho,Le Cartel Studio,50,"Heave Ho is a delightful puzzle-platformer game developed by Le Cartel Studio and published by Devolver Digital for the Nintendo Switch and PC. This unique indie experience encourages cooperative play with a simple yet captivating charm. Adopting a simplistic art style adding to the charm, Heave Ho blends both comical and challenging into one package. The game astonishingly manages to have a single-objective - do not fall, which becomes an intriguing exhibition of chaotic yet collaborative gameplay.

At its core, Heave Ho straddles a line between amusement and frustration as you control a small, limbless, and expressive figure whose ant-like grip strength is your sole defense against gravity. The simple control scheme involves players manipulating the character",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
71,Serious Sam Classics Revolution,"Croteam
Alligator Pit",50,"Serious Sam Classics Revolution is an outstanding remaster and reimagination of the classic high-octane, first-person shooter games, Serious Sam The First Encounter and Serious Sam The Second Encounter. Produced by Croteam and Alligator Pit, this bundle offers a seamless blend of unparalleled frenetic shootouts with a versatile arsenal and a horde of distinctive adversaries, all amalgamated with a formidable environment design to provide an exceptional arcade-style fun. Incorporating an updated engine, this title grooves with enhanced visual effects, higher performance, advanced multiplayer mode, Steams workshop support as well as newly designed campaign maps.

The gameplay in Serious Sam Classics Revolution remains true to the original formula. The game pulls you into an adrenaline-filled survival",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
72,Cricket Through the Ages,Free Lives,20,"Cricket Through the Ages is an exceptionally unique and whimsical game developed by Devolver Digital. Rather than being a regular sports simulation, it takes the fundamentals of cricket and transforms them into a hilariously chaotic time-travel adventure. Players find themselves launching an array of oddball objects at opponents in a series of challenging environments that span from prehistoric times to futuristic landscapes. The games simplistic and exaggerated physics-based mechanics add an unexpected level of depth and strategy, enticing players to master the techniques to outsmart the opposition.

With its fun, cartoonish graphics and excellent sound design, Cricket Through the Ages perfectly captures a silly, light-hearted mood that can be enjoyed by all ages. Single-player mode is designed to amuse players",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2657480/header.jpg,4,True
73,Bleak Sword,More8Bit,30,"""Bleak Sword"" is a dark fantasy action game developed for the Apple Arcade platform by Devolver. The games unique art style immediately draws you in, with an aesthetic reminiscent of 8-bit retro games, but with a modern touch. It features simplified pixel-art style visuals that arguably lend the game’s grim world and deadly creatures more personality. The monochromatic color palette, accented with splashes of red, sets a dark and brooding atmosphere, effectively capturing the grim fantasy theme.

The gameplay of ""Bleak Sword"" is challenging yet rewarding, characterized by intense, skill-based combat. Players need to master a variety of tactics such as dodging, parrying, and counter-attacking to overcome their enemies. This creates",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
74,Painty Mob,Flee Punk,30,"Painty Mob is a vibrant, action-arcade game developed by DevolverDigital and is distinguished by its striking visuals and addictive gameplay. Its surreal world is filled with whimsical characters and painted with a palette of bold, eye-catching colors that bring its cartoon-style aesthetics alive. The concept of the game revolves around navigating a developing mob through an array of locations while splattering paint on everything in your path, an experience that is both chaotic and blissfully cathartic. Enthralling power-ups, multi-dimensional levels, and a variety of enemy types contribute to the games engaging dynamism, making it a riveting escapade for players of all ages.

In Painty Mob, each character comes with unique abilities and upgrades that can",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
75,Sludge Life,"Terri Vellmann
Doseone",50,"Sludge Life is a peculiar, open-world exploration game that centers around a dystopian island covered in grimy industrial sludge. Revolving around the daily routines of taggers in a polluted city, the game effectively blends elements of urban decay and rebellious punk-rock culture, with players navigating their way through an interactive 3D world. Players step into the shoes of a graffiti artist known as GHOST and spend their time tagging the environment, exploring, and interacting with other eccentric characters. A diverse color palette and grungy aesthetics mesh together to render a gritty but vibrantly atmospheric setting, contradicting the conventional notions of a grim, dystopian world.

Gameplay in Sludge Life is a distinctive mix of platforming,",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
76,Devolverland Expo,Flying Wild Hog,10,"""Devolverland Expo"" is a unique first-person marketing adventure game developed by Flying Wild Hog, and published by Devolver Digital. This brilliant masterpiece is an unexpected mix of a free marketing stunt and a game in itself, where players walk through an abandoned convention center after the annual Devolver Digital game expo has been cancelled. They explore the environment and watch trailers for future Devolver titles. This bizarre concept was conceived as a creative way to present the game trailers which would traditionally be shown at expos, creating an immersive and engaging experience for players.

In ""Devolverland Expo"", players will find themselves wading through the eerie stillness of a gray, haunted convention, battling security systems, and uncovering hidden remnants of the bygone Expo floors.",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
77,Carrion,Phobia Game Studio,10,"""Carrion"" is a unique and innovative horror game developed by Phobia Game Studio and published by Devolver Digital. This reverse horror title offers a twist on the usual narrative, as players assume the role of an amorphous creature of unknown origin. The goal is not to escape a terrifying monster, but to be that monster itself, stalking and consuming those that stand in its path. The game’s stirring pixel-art visuals, atmospheric sound design, and intricate side-scrolling gameplay work together to bring its dark and eerie world to life.

""Carrion"" thrives on its gameplay mechanics, which involve slithering through vents, ambushing unsuspecting victims, and growing more powerful by consuming human characters in the game. The amorphous monster",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
78,Fall Guys Ultimate Knockout,Mediatonic,30,"Fall Guys Ultimate Knockout is a vibrant and exhilarating multiplayer party video game designed and developed by Mediatonic and published by Devolver Digital. Launched in August 2020, the game is available on platforms like PlayStation 4, Microsoft Windows, Nintendo Switch, and more. Inspired by hilarious game shows like Takeshis Castle, Fall Guys situates players into a frantic and colourful world where they compete in a series of wackily chaotic games, aiming to remain on their feet while opponents are dynamically eliminated, with the ultimate goal of becoming the last one standing.

Each gameplay session in Fall Guys Ultimate Knockout houses up to 60 players controlled jellybean-like characters, maneuvering through different",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
79,Game of Thrones Tale of Crows,That Silly Studio,30,"""Game of Thrones Tale of Crows"" is a strategy game set in the captivating world of Westeros, based on the pop culture phenomenon, ""Game of Thrones"". Developed by Devolver Digital, this uniquely crafted game lets you delve deep into the lore and history of the Nights Watch. In this Idle game, you explore the uncharted territories beyond the Wall, make many consequential decisions and live through the dark, gripping narratives prevalent in this HBO series. The crude and dark aesthetics pay homage to the Game of Thrones universe, making your experience immersive and lifelike.

The gameplay of ""Game of Thrones Tale of Crows"" is a delightful blend of strategic decision-making and time management. It stands out in the genre of idle games",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
80,Reigns Beyond,Nerial,40,"""Reigns Beyond"" is an indie strategy game developed by Nerial and published by Devolver Digital. The paramount concept of the game revolves around the role-playing of an intergalactic indie rock band where players find themselves journeying through the cosmos, managing their resources, band members, and performing gigs in a card-based gameplay setup. This space-travel RPG notably blends in rhythm-based mechanics during musical performances, which adds a delightful twist to its unique subject matter.

The heart and soul of ""Reigns Beyond"" is undoubtedly its clever navigation of captivating narratives that build around decision-making by swiping left or right on in-game cards. The players choices hold serious consequences and can lead the story down different paths. This non-linear",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
81,Enter the Gungeon House of the Gundead,"Dodge Roll
Griffin Aerotech",10,"""Enter the Gungeon House of the Gundead"" is an incredibly engaging, fast-paced arcade light gun shooter from developer Dodge Roll and publisher Devolver Digital. Based on the iconic roguelike ""Enter the Gungeon"", House of the Gundead adopts the same quirky spirit but with a distinct twist - turning the game from a top-down bullet hell 2D shooter to a 3D first-person perspective. The cheeky humor and fiercely challenging gameplay meet a classic arcade shooter aesthetic, making the game an irresistible journey for all arcade and shoot em up fans.

In this action-filled game, players take on the role of either a gunman or a skilled riflewoman venturing into the depths of the Gungeon, a multi-level, proced",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,5,True
82,Loop Hero,Four Quarters,10,"Loop Hero is a captivating and unique roguelike game developed by Four Quarters and released in 2021. The game cleverly fuses genre elements of deck-building, auto-battling, and tower defense, to create a highly addictive game mechanic where players curate a heros looping path with alluring retro-style pixel art graphics. Its intriguing storyline revolves around a world thats been thrown into a timeless loop by a dark sorcerer, with the protagonist being the only one who appears to remember existence prior to this. Each loop represents a new expedition where the hero combats various enemies and acquires resources to develop their camp and enhance their survival odds in subsequent loops.

The depth of Loop Hero lies within its strategic comb",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
83,Essays on Empathy,Deconstructeam,30,"""Essays on Empathy"" is an innovative, indie narrative-driven game, developed by Deconstructeam and published by Devolver Digital. This unique game is an anthology of 10 short, immersive stories that explore diverse themes such as love, death, forbidden relationships, and mental health. Known for its distinct pixel-art graphic style, this game elegantly blends classic video gaming with an ambitiously broad range of narrative explorations into human emotion. Each narrative offers a unique gaming experience focused on the complexities of the human condition, providing players with a commendable level of depth and engagement.

Across the game’s 10 stories, players can expect to encounter a myriad of characters and scenarios. From a telepath delving into the thoughts of a convicted murderer",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
84,Boomerang X,Dang!,20,"""Boomerang X"" is a unique, high-flying FPS First Person Shooter game that melds futuristic aesthetics with ancient weaponry for a totally original gaming experience. Developed by DANG! and published by Devolver Digital, the game sends players off into an alien world overrun with troublesome creatures. Your primary weapon of defense? A magical, infinitely spinning boomerang that slices through enemies, teleports you across the battlefield, and brings an entirely new dynamic to the arena shooter genre.

As you traverse through the games intricate levels filled with lush environments and distinctive enemies, you gradually unveil the mysteries of your character and the world it inhabits. The art style can be described as otherworldly, surreal, and vivid with an intense attention",https://raw.githubusercontent.com/hypermodeinc/instant-vector-search-devolver/main/backend/extras/opengraph-image.jpg,4,True
